record_type,record_id,state,tier,rule_name,confidence,rationale,proposer_output,verifier_output,tolerance_used,reason_code,timestamp
bank_credit,UTR00111,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00124,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00131,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00113,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00133,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00140,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00122,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00134,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00141,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00123,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00136,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00144,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00125,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00138,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00146,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00128,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00139,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00147,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00129,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00141,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00149,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00131,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00142,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00150,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00132,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00143,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00151,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00133,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00151,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00160,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00143,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00156,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00167,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00149,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00157,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00168,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00150,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00158,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00169,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00151,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00159,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00170,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00152,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00160,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00171,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00154,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00165,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00176,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00160,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00169,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00180,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00165,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00171,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00182,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00167,auto_matched,0,exact,1.0,Economic identity validated; settlement lag 2 days and amount drift 0 paise.,,,lag=2d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00009,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00009,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00006,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00019,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00019,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00016,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00021,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00021,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00019,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00043,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00043,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00038,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00044,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00044,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00039,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00055,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00055,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00048,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00065,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00065,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00055,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00066,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00066,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00056,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 4 days and amount drift 0 paise.,,,lag=4d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00089,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00092,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00077,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00094,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00097,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00083,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00099,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00102,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00089,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00105,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00108,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00095,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00127,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00134,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00115,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00129,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00136,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00117,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00149,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00157,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00141,auto_matched,1,timing_window,0.97,Economic identity validated; settlement lag 5 days and amount drift 0 paise.,,,lag=5d; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00010,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -1 paise.,,,lag=2d; drift=-1paise,,2026-07-03T10:46:00+00:00
transaction,TXN00010,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -1 paise.,,,lag=2d; drift=-1paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00007,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -1 paise.,,,lag=2d; drift=-1paise,,2026-07-03T10:46:00+00:00
order,ORD00011,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -2 paise.,,,lag=2d; drift=-2paise,,2026-07-03T10:46:00+00:00
transaction,TXN00011,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -2 paise.,,,lag=2d; drift=-2paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00008,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -2 paise.,,,lag=2d; drift=-2paise,,2026-07-03T10:46:00+00:00
order,ORD00017,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -1 paise.,,,lag=2d; drift=-1paise,,2026-07-03T10:46:00+00:00
transaction,TXN00017,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -1 paise.,,,lag=2d; drift=-1paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00014,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -1 paise.,,,lag=2d; drift=-1paise,,2026-07-03T10:46:00+00:00
order,ORD00041,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -2 paise.,,,lag=2d; drift=-2paise,,2026-07-03T10:46:00+00:00
transaction,TXN00041,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -2 paise.,,,lag=2d; drift=-2paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00036,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -2 paise.,,,lag=2d; drift=-2paise,,2026-07-03T10:46:00+00:00
order,ORD00057,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -1 paise.,,,lag=2d; drift=-1paise,,2026-07-03T10:46:00+00:00
transaction,TXN00057,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -1 paise.,,,lag=2d; drift=-1paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00050,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -1 paise.,,,lag=2d; drift=-1paise,,2026-07-03T10:46:00+00:00
order,ORD00077,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -2 paise.,,,lag=2d; drift=-2paise,,2026-07-03T10:46:00+00:00
transaction,TXN00078,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -2 paise.,,,lag=2d; drift=-2paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00063,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -2 paise.,,,lag=2d; drift=-2paise,,2026-07-03T10:46:00+00:00
order,ORD00080,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift 1 paise.,,,lag=2d; drift=1paise,,2026-07-03T10:46:00+00:00
transaction,TXN00081,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift 1 paise.,,,lag=2d; drift=1paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00066,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift 1 paise.,,,lag=2d; drift=1paise,,2026-07-03T10:46:00+00:00
order,ORD00115,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -1 paise.,,,lag=2d; drift=-1paise,,2026-07-03T10:46:00+00:00
transaction,TXN00122,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -1 paise.,,,lag=2d; drift=-1paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00104,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -1 paise.,,,lag=2d; drift=-1paise,,2026-07-03T10:46:00+00:00
order,ORD00137,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -2 paise.,,,lag=2d; drift=-2paise,,2026-07-03T10:46:00+00:00
transaction,TXN00145,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -2 paise.,,,lag=2d; drift=-2paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00126,auto_matched,1,rounding_tolerance,0.95,Economic identity validated; settlement lag 2 days and amount drift -2 paise.,,,lag=2d; drift=-2paise,,2026-07-03T10:46:00+00:00
order,ORD00020,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00020,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00017,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00018,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00032,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00032,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00026,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00027,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00053,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00053,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00045,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00046,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00090,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00093,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00078,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00079,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00097,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00100,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00086,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00087,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00100,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00103,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00090,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00091,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00132,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00139,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00120,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00121,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
order,ORD00144,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
transaction,TXN00152,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00134,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
bank_credit,UTR00135,auto_matched,1,partial,0.94,Multiple bank credits uniquely sum to one gateway net amount.,,,members=2; drift=0paise,,2026-07-03T10:46:00+00:00
